BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,comments,page number on schematic,part added to library?,Link to part,Link to datasheet,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement
,,,,,,,,,,,,,,"IC15,IC17",,,,,,,,,,,,,,First Sensor,WBAL001DU,,AIR FLOW SENSOR,currently available,,,https://www.first-sensor.com/en/products/flow-sensors/mass-flow-sensors-for-gases/wba/index.html,https://www.first-sensor.com/cms/upload/datasheets/DS_Standard-WBA_E_11350.pdf,,,,,,
1,true,true,false,false,false,0,10023117,"IC, PRESSURE TRANSDUCER,(-10/+100 MBAR)",B        ECO-R252636,3,Each,Production,,"IC16,IC18,IC22",,,,,,Part,CBRM,,1,,,true,false,SENSYM_RMS1 / honeywell,ASDX001D44R,ASDX001D44R-SQ04689,PRESSURE TRANSDUCER,This could be ordered through honeywell chinese Agent. 6 - 8 week lead time. ,,,https://www.digikey.ca/product-detail/en/honeywell-sensing-and-productivity-solutions/ASDX001D44R/480-1918-ND/447171?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,https://datasheet.datasheetarchive.com/originals/dk/DKDS-2/24053.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"IC16,IC18,IC22",,,,,,,,,,,,,,First Sensor,SQ274-P001BDM8C5,Replaced Old ASDX001D44R,Amplified differenctial pressure sensor Analog Output ,FirstSensor Uses this number Post Acquisistion of SensorTechnic. Sensor Technic Used to make some Honeywell sensors,,,,https://drive.google.com/open?id=1yfpX1gJ2bmD7atAoVEvjfCpwMKlKiHU4,,,,,,
,,,,,,,,,,,,,,"IC16,IC18,IC22",,,,,,,,,,,,true,false,HONEYWELL_RMS1,XZ209766-ASDX,,IC DIFFERENTIAL PRESSURE SENSOR WITH ANALOGUE OUTPUT -10 TO 100 MBAR,clarify part number in data sheet,,,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022511,"TRANSCEIVER, 3.3V TO 5V,TSSOP",C        ECO-R252636,1,Each,Production,,IC2,,,,,,Part,CBRM,,1,,,true,false,TEXAS INSTRUMENTS_RMS1,SN74ALVC164245DGGR,,,,,,https://www.arrow.com/en/products/sn74alvc164245dggr/texas-instruments?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,http://www.ti.com/lit/ds/symlink/sn74alvc164245.pdf,Active,Preferred,,ROHS EXEMPT-15,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC2,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,74ALVC164245DGGTE4,,TRANSCEIVER,,,,https://www.mouser.ca/ProductDetail/Texas-Instruments/74ALVC164245DGGTE4?utm_term=74ALVC164245DGGTE4&qs=RaXRGs7zCv6Acw7TV8micg==&utm_campaign=74ALVC164245DGGTE4&utm_medium=aggregator&utm_source=findchips&utm_content=Texas-Instruments,http://www.ti.com/lit/ds/symlink/sn74alvc164245.pdf,Active,Preferred,,ROHS EXEMPT-15,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC2,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,SN74ALVC164245DGGT,,TRANSCEIVER 3.3V TO 5V,,,,https://www.chip1stop.com/product/detail?utm_term=SN74ALVC164245DGGT&partId=TI01-0212004&utm_campaign=c1s_findchips_2019&utm_medium=aggregator&cid=TI01-0212004&utm_source=findchips&utm_content=inv_listing,http://www.ti.com/lit/ds/symlink/sn74alvc164245.pdf,Active,Preferred,,ROHS EXEMPT-15,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC2,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,74ALVC164245DGGRG4,,,,,,https://www.mouser.ca/ProductDetail/Texas-Instruments/74ALVC164245DGGRG4?utm_term=74ALVC164245DGGRG4&qs=AsTZqt%2Fmeqn2uN8TTMOT%252bw==&utm_campaign=74ALVC164245DGGRG4&utm_medium=aggregator&utm_source=findchips&utm_content=Texas-Instruments,http://www.ti.com/lit/ds/symlink/sn74alvc164245.pdf,Active,Alternate,,ROHS EXEMPT-15,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023039,"IC,REFERENCE VOLTAGE 5V FIXED - 10 MA,SO8",B        ECO-R252636,1,Each,Production,,IC21,,,,,,Part,CBRM,,1,,,true,false,LINEAR TECHNOLOGY_RMS1,LT1236CCS8-5#TRPBF,,PRECISION REFERENCE,,6,Y,https://www.digikey.com/product-detail/en/linear-technology-analog-devices/LT1236ACS8-5-TRPBF/LT1236ACS8-5-TRPBFCT-ND/8109187,http://www.linear.com/docs/2948,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023040,"IC,REFERENCE VOLTAGE 10V FIXED - 10 MA,SO8",B        ECO-R252636,1,Each,Production,,IC23,,,,,,Part,CBRM,,1,,,true,false,LINEAR TECHNOLOGY_RMS1,LT1236CCS8-10#TRPBF,,PRECISION REFERENCE,,6,Y,https://www.digikey.ca/product-detail/en/linear-technology-analog-devices/LT1236CCS8-10-TRPBF/LT1236CCS8-10-TRPBF-ND/958222?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,https://datasheet.datasheetarchive.com/originals/dk/DKDS-14/268053.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022974,"RESET CIRCUIT, SUPERVISOR VOLTAGE 5V,SOT23",B        ECO-R252636,2,Each,Production,,"IC24,IC25",,,,,,Part,CBRM,,1,,,true,false,STMICROELECTRONICS,STM809LWX6F,,RESET CIRCUIT,,,,https://www.arrow.com/en/products/stm809lwx6f/stmicroelectronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://www.st.com/resource/en/datasheet/stm809.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022892,"REGULATOR 3.3 V 2% 500MA LOW DROPOUT,DPACK",B        ECO-R252636,1,Each,Production,,IC26,,,,,,Part,CBRM,,1,,,true,false,ST MICROELECTRONIC,LF33CDT,,VERY LOW DROP VOLTAGE REGULATOR,,6,Y,https://www.digikey.com/product-detail/en/stmicroelectronics/LF33CDT-TR/497-1532-1-ND/592050,http://www.st.com/content/ccc/resource/technical/document/datasheet/c4/0e/7e/2a/be/bc/4c/bd/CD00000546.pdf/files/CD00000546.pdf/jcr:content/translations/en.CD00000546.pdf,Active,Preferred,,ROHS EXEMPT : 7A,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC26,,,,,,,,,,,,true,false,STMICROELECTRONICS,LF33CDT-TR,,VERY LOW DROP VOLTAGE REGULATOR,,,,https://canada.newark.com/stmicroelectronics/lf33cdt-tr/ldo-voltage-regulator-3-3v-0-5a/dp/89K1285?CMP=AFC-SF-FC,https://www.st.com/resource/en/datasheet/lfxx.pdf,Active,Preferred,,ROHS EXEMPT : 7A,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022895,"REGULATOR, 5.5V TO 36V,3A",C        ECO-R252636,1,Each,Production,,IC29,,,,,,Part,CBRM,,1,,,true,false,TEXAS INSTRUMENTS_RMS1,TPS5430DDA,,"3A, WIDE INPUT RANGE, CONVERTER",,6,Y,https://www.digikey.com/product-detail/en/texas-instruments/TPS5430DDARG4/296-35990-1-ND/4134967,http://www.ti.com/lit/ds/symlink/tps5430.pdf,Active,Preferred,,ROHS EXEMPT 15,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC29,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,TPS5430DDAR,,,,,,https://www.arrow.com/en/products/tps5430ddar/texas-instruments?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,http://www.ti.com/lit/ds/symlink/tps5430.pdf,Active,Preferred,,ROHS EXEMPT 15,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,512 Bit  (64 bit x8) Serial RTC (SPI) SRAM,,1,,,,IC31,,,,,,,,,,,,,,ST MICROELECTRONIC,M41T94MQ6F,,SERIAL RTC (SPI) SRAM,"added to OpenVentilator BOM, Was Missing from MedTronic BOM ",,,https://www.mouser.ca/ProductDetail/STMicroelectronics/M41T94MQ6F?qs=%2Fha2pyFaduj3zBesWxojfXtVvBqi2C1cFakKarxJkDs%3D,https://www.mouser.ca/datasheet/2/389/m41t94-955078.pdf,,,,,,
1,true,true,false,false,false,0,10097255,"STATIC RAM, 256K X 16 BIT, TSOP2",A        ECO-R252636,1,Each,Production,,IC3,,,,,,Part,CBRM,,1,,,true,false,SAMSUNG_RMS1,K6R4016C1D-UI10T,,ASYNC FAST SRAM,,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023158,"EEPROM, SOIC8",A        ECO-R252636,1,Each,Production,,IC32,,,,,,Part,CBRM,,1,,,true,false,MICROCHIP TECHNOLOGY_RMS1,25LC320-I/SN,,EEPROM,,,,https://www.arrow.com/en/products/25lc320-isn/microchip-technology?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://datasheet.datasheetarchive.com/originals/dk/DKDS-14/279193.pdf,Active,Preferred,,ROHS COMPLIANT,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC32,,,,,,,,,,,,true,false,MICROCHIP TECHNOLOGY_RMS1,25LC320T-E/SN,,EEPROM,,,,https://www.avnet.com/shop/us/products/microchip/25lc320t-e-sn-3074457345626502598?CMP=EMA_FindChips_inventoryfeed_VSE,https://datasheet.datasheetarchive.com/originals/dk/DKDS-14/279193.pdf,Active,Preferred,,ROHS COMPLIANT,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC32,,,,,,,,,,,,true,false,MICROCHIP TECHNOLOGY_RMS1,25LC320T-I/SN,,EEPROM,,,,https://www.arrow.com/en/products/25lc320t-isn/microchip-technology?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://datasheet.datasheetarchive.com/originals/dk/DKDS-14/279193.pdf,Active,Preferred,,ROHS COMPLIANT,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC32,,,,,,,,,,,,true,false,MICROCHIP TECHNOLOGY_RMS1,25LC320-E/SN,,EEPROM,,,,https://www.mouser.ca/ProductDetail/Microchip-Technology/25LC320-E-SN?utm_term=25LC320-E-SN&qs=iRhCjdSJZe6NBHzDRZuUmA==&utm_campaign=25LC320-E-SN&utm_medium=aggregator&utm_source=findchips&utm_content=Microchip,https://datasheet.datasheetarchive.com/originals/dk/DKDS-14/279193.pdf,Active,Preferred,,ROHS COMPLIANT,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023159,"IC, BAROMETRIC PRESSURE SENSOR",B        ECO-R252636,1,Each,Production,,IC33,,,,,,Part,CBRM,,1,,,true,false,HONEYWELL_RMS1,XZ209330-ASDX,,IC ABSOLUTE PRESSURE SENSOR WITH ANALOGUE OUTPUT 600 TO 1100 MBAR,"Custom part Agent says ""Long Lead Times"" Not confident this will exist",,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC33,,,,,,,,,,,,true,false,SENSORTECHNICS,BSDX0611BARO-X,,PRESSURE TRANSDUCER,Custom Part ,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC33,,,,,,,,,,,,,,First Sensor,SQ274-10275,BSDX0611BARO-X,IC ABSOLUTE PRESSURE SENSOR WITH ANALOGUE OUTPUT 600 TO 1100 MBAR,10 Week Lead TIme,,,,https://drive.google.com/open?id=16Ifc0rnzSovW8-wdnSEtws7otFMtt1Si,,,,,,
1,true,true,false,false,false,0,10023041,"IC, SUPERVISOR VOLTAGE 3.3 V,SOT23",B        ECO-R252636,1,Each,Production,,IC36,,,,,,Part,CBRM,,1,,,true,false,STMICROELECTRONICS,STM809TWX6F,,RESET CIRCUIT,,,,https://www.arrow.com/en/products/stm809twx6f/stmicroelectronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023119,"2 INPUT AND-GATE,SOT353",C        ECO-R252636,1,Each,Production,,IC38,,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"74HCT1G08GW,125",,,,,,https://canada.newark.com/nexperia/74hct1g08gw-125/2-inputgate-tssop-5/dp/71R1179?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC38,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,74HCT1G08GW,,2-INPUT AND-GATE,,,,https://www.avnet.com/shop/us/products/nexperia/74hct1g08gw-125-3074457345641226877?CMP=EMA_FindChips_inventoryfeed_VSE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023118,"IC, INVERTER,SOT353",C        ECO-R252636,2,Each,Production,,"IC39,IC41",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"74HCT1G04GW,125",,,,,,https://canada.newark.com/nexperia/74hct1g04gw/74hct-single-gate-smd-74hct1g04/dp/99K0540?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"IC39,IC41",,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,74HCT1G04GW,,INVERTER,,,,https://www.avnet.com/shop/us/products/nexperia/74hct1g04gw125-3074457345639618699?CMP=EMA_FindChips_inventoryfeed_VSE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022612,"MICROCONTROLLER, 16BITS, 512BYTE FLASH, 320KBYTE XFLASH",B        ECO-R252636,1,Each,Production,,IC4,,,,,,Part,CBRM,,1,,,true,false,STMICROELECTRONICS,ST10F276Z5T3,,"16-BIT MCU WITH MAC UNIT,832 KBYTE FLASH MEMORY,68 KBYTE RAM",,,,https://www.arrow.com/en/products/st10f276z5t3/stmicroelectronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022879,OCTAL BUS TRANSCEIVER,C        ECO-R252636,1,Each,Production,,IC40,,,,,,Part,CBRM,,1,,,true,false,TEXAS INSTRUMENTS_RMS1,CD74HCT245M96,,,,,,http://www.findchips.com/buyNow/REFfc4d875f21a3597462b69792a6c461d3_1587006373937,,Active,Preferred,,ROHS EXEMPTION : 15,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC40,,,,,,,,,,,,true,false,TEXAS INSTRUMENTS_RMS1,CD74HCT245M,,CMOS LOGIC OCTAL-BUS TRANSCEIVER,,,,https://www.chip1stop.com/product/detail?utm_term=CD74HCT245M&partId=TI01-0054885&utm_campaign=c1s_findchips_2019&utm_medium=aggregator&cid=TI01-0054885&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPTION : 15,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022905,"IC,BUS SWITCH,SC70",B        ECO-R252636,1,Each,Production,,IC44,,,,,,Part,CBRM,,1,,,true,false,FAIRCHILD SEMICONDUCTOR_RMS1,NC7SZ66P5X,,BUS SWITCH,,,,https://www.arrow.com/en/products/nc7sz66p5x/on-semiconductor?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022960,"IC, 2 INPUT OR-GATE,SOT353",C        ECO-R252636,3,Each,Production,,"IC5,IC42,IC43",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,74HCT1G32GW,,2 INPUT OR-GATE,,,,https://www.avnet.com/shop/us/products/nexperia/74hct1g32gw-125-3074457345641217011?CMP=EMA_FindChips_inventoryfeed_VSE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"IC5,IC42,IC43",,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"74HCT1G32GW,125",,,,,,https://www.arrow.com/en/products/74hct1g32gw125/nexperia?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,false,true,false,false,false,0,10022961,"IC, FLASH MEMORY,TSOP48",B        ECO-R261408,1,Each,Production,,IC7,,,,,,Part,CBRM,,1,,,true,false,Macronix,MX29F400CBTI-70GTR,,FLASH MEMORY 5V,,,,https://www.arrow.com/en/products/mx29f400cbti-70gtr/macronix-international?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,CLEARED
,,,,,,,,,,,,,,IC7,,,,,,,,,,,,true,false,Macronix,MX29F400CBTI-70G,,FLASH MEMORY 5V,,,,https://www.digikey.ca/product-detail/en/macronix/MX29F400CBTI-70G/1092-1020-ND/2744703?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,https://datasheet.datasheetarchive.com/originals/distributors/Datasheets-DGA23/1495986.pdf,Active,Preferred,,,Yes,CLEARED
,,,,,,,,,,,,,,IC7,,,,,,,,,,,,true,false,STMICROELECTRONICS,M29F400BB-70N6F,Also Found: M29F400BB-70N6F,FLASH MEMORY,ST memories are now part of Micron Inc.,,,https://www.digikey.ca/product-detail/en/micron-technology-inc/M29F400BB70N6/M29F400BB70N6-ND/1663845?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC7,,,,,,,,,,,,true,false,SPANSION LLC,AM29F400BB-70EF,,CMOS 5 VOLT BOOT SECTOR FLASH MEMORY,,,,https://canada.newark.com/cypress-semiconductor/am29f400bb-70ef/flash-memory-4mbit-70ns-48-tsop/dp/42K8340?CMP=AFC-SF-FC,http://www.farnell.com/datasheets/492282.pdf?_ga=2.232610647.95734198.1586924541-1634575331.1576290843&_gac=1.216931940.1587005953.Cj0KCQjw4dr0BRCxARIsAKUNjWToW95g0DKv9pgl4nO1KeauKrLiJDSLTrFbrDecsPlkWHlFpnro8XQaAuTDEALw_wcB,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC7,,,,,,,,,,,,true,false,STMICROELECTRONICS,M29F400BB-70N6E,,FLASH MEMORY,ST memories are now part of Micron Inc.,,,https://www.digikey.ca/product-detail/en/micron-technology-inc/M29F400BB70N6E/M29F400BB70N6E-ND/1663846?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,IC7,,,,,,,,,,,,true,false,SPANSION LLC,AM29F400BB-70EK,,CMOS 5V BOOT SECTOR FLASH MEMORY,,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022964,"BUFFER WITH OPEN DRAIN OUTPUT,SOT23",C        ECO-R252636,3,Each,Production,,"IC8,IC9,IC20",,,,,,Part,CBRM,,1,,,true,false,TEXAS INSTRUMENTS_RMS1,SN74LVC1G07DBVT,,SINGLE BUFFER DRIVER,,,,https://canada.newark.com/texas-instruments/sn74lvc1g07dbvt/non-inverting-buffer-sot-23-5/dp/32H6344?CMP=AFC-SF-FC,http://www.ti.com/lit/ds/symlink/sn74lvc1g07.pdf,Active,Preferred,,ROHS EXEMPT-15,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"IC8,IC9,IC20",,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"74LVC1G07GV,125",,,,,,https://www.arrow.com/en/products/74lvc1g07gv125/nexperia?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://assets.nexperia.com/documents/data-sheet/74LVC1G07.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"IC8,IC9,IC20",,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,74LVC1G07GV,,BUFFER WITH OPEN DRAIN OUTPUT,,,,https://www.avnet.com/shop/us/products/rochester-electronics/74lvc1g07gv-3074457345641212249?CMP=EMA_FindChips_inventoryfeed_VSE,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097256,"CONNECTOR, 22 CONTACTS",B        ECO-R252636,1,Each,Production,,J1,,,,,,Part,CBRM,,1,,,true,false,MOLEX_RMS1,0526102272,,CONNECTOR,,,,https://www.arrow.com/en/products/0526102272/molex?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,J1,,,,,,,,,,,,true,false,MOLEX_RMS1,0526102271,,CONNECTOR,,,,https://www.digikey.ca/product-detail/en/molex/0526102271/WM7641DKR-ND/1846809?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097262,"CONNECTOR,FIO2, 3 CONTACTS",A        ECO-R252636,1,Each,Production,,J11,,,,,,Part,CBRM,,1,,,true,false,J.S.T. CORPORATION,B3B-ZR-SM4-TF (LF)(SN),Check Part #,ZH CONNECTOR,,,,https://www.futureelectronics.com/p/5855507?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097263,"CONNECTOR, 40 CONTACTS",A        ECO-R252636,1,Each,Production,,J17,,,,,,Part,CBRM,,1,,,true,false,TYCO ELECTRONICS,5177983-1,,0.8MM FREE HEIGHT CONNECTOR,,,,https://www.chip1stop.com/product/detail?utm_term=5177983-1&partId=TYCO-0101303&utm_campaign=c1s_findchips_2019&utm_medium=aggregator&cid=TYCO-0101303&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,J17,,,,,,,,,,,,true,false,TYCO ELECTRONICS,5177985-1,,,,,,https://uk.farnell.com/amp-te-connectivity/5177985-1/connector-stacking-rcpt-40pos/dp/2778399?CMP=GRHB-SF-FC,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097265,"CONNECTOR, BUZZER CARD, 7 CONTACTS",A        ECO-R252636,1,Each,Production,,J18,,,,,,Part,CBRM,,1,,,true,false,J.S.T. CORPORATION,B7B-ZR-SM4-TF (LF)(SN),,ZH CONNECTOR,,,,https://www.verical.com/pd/jst-headers---pcb-receptacles-B7B-ZR-SM4-TF--LF--SN--6190264?utm_campaign=verical_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097257,"CONNECTOR, 8 CONTACTS",A        ECO-R252636,1,Each,Production,,J2,,,,,,Part,CBRM,,1,,,true,false,J.S.T. CORPORATION,B8B-ZR-SM4-TF (LF)(SN),,CONNECTOR,,,,https://www.digikey.ca/product-detail/en/jst-sales-america-inc/B8B-ZR-SM4-TF(LF)(SN)/455-1687-1-ND/926814?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,true,false,false,0,10022542,"CONNECTOR, O2 VALVE, 2 CONTACTS",C        ECO-R252633,1,Each,Production,,J21,,,,,,Part,CBRM,,1,,,true,false,MOLEX_RMS1,22057028,,,,,,https://www.verical.com/pd/molex-headers---pcb-receptacles-22057028-771811?utm_campaign=verical_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097259,"CONNECTOR, SPO2, 12 CONTACTS",A        ECO-R252636,1,Each,Production,,J3,,,,,,Part,CBRM,,1,,,true,false,J.S.T. CORPORATION,B12B-ZR-SM4-TF (LF)(SN),,CONNECTOR,,,,https://www.verical.com/pd/jst-headers---pcb-receptacles-B12B-ZR-SM4-TF--LF--SN--6190267?utm_campaign=verical_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10052329,"HEADER CONNECTOR, RIGHT ANGLE, 10 PINS",B        ECO-R252636,1,Each,Production,,J4,,,,,,Part,CBRM,,1,,,true,false,FCI/BERG,75867-101LF,,,,,,https://www.arrow.com/en/products/75867-101lf/amphenol-fci?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,J4,,,,,,,,,,,,true,false,FCI/BERG,88874-010LF,,,,,,https://www.arrow.com/en/products/88874-010lf/amphenol-fci?utm_term=backorder&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097260,"CONNECTOR, TEMPERATURE MEASURE, 2 CONTACTS",A        ECO-R252636,2,Each,Production,,"J5,J19",,,,,,Part,CBRM,,1,,,true,false,J.S.T. CORPORATION,B2B-ZR-SM4-TF (LF)(SN),,CONNECTOR,,,,https://www.futureelectronics.com/p/4086583?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
