BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,comments,page number on schematic,part added to library?,Link to part,Link to datasheet,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement
,,,,,,,,,,,,,,R71,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRB0710K,,,use this one,6,Y,https://www.digikey.com/product-detail/en/yageo/RT0603BRB0710KL/YAG4438CT-ND/6616594,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R71,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRB0710KL,,,,6,Y,https://www.arrow.com/en/products/rt0603brb0710kl/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT:7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097273,"RESISTOR,PRECISION, 3.24K OHM, 0.063W,+/-0.1%,0603",A        ECO-R252636,1,Each,Production,,R73,,,,,,Part,CBRM,,1,,,true,false,SUSUMU CO,RG1608P-3241-B-T5,,,,6,Y,https://www.digikey.com/product-detail/en/susumu/RG1608P-3241-B-T5/RG16P3-24KBCT-ND/1240940,https://media.digikey.com/pdf/Data%20Sheets/Susumu%20PDFs/RG_RM_RGH_Oct2012.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R73,,,,,,,,,,,,true,false,VISHAY_RMS1,TNPW06033K24BEEA,,RES 3.24K OHM 0.1% 1/10W 0603,,6,Y,https://www.arrow.com/en/products/tnpw06033k24beea/vishay,http://www.vishay.com/docs/28758/tnpw_e3.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R73,,,,,,,,,,,,true,false,PANASONIC_RMS1,ERA-3AEB3241V ,,RES SMD 3.24KOHM 0.1% 1/10W 0603,,6,Y,https://www.digikey.com/product-detail/en/panasonic-electronic-components/ERA-3AEB3241V/P3-24KDBTR-ND/2026793,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R73,,,,,,,,,,,,true,false,YAGEO_RMS1,RT0603BRD073K24L,,,,6,Y,https://www.avnet.com/shop/us/products/yageo/rt0603brd073k24l-3074457345639807235?CMP=EMA_FindChips_inventoryfeed_VSE,,Active,Preferred,,ROHS EXMEPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023252,"RELAY,LOW VOLTAGE 1A COIL 5VDC",D        ECO-R252636,1,Each,Production,,RL1,,,,,,Part,CBRM,,1,,,true,false,OMRON ELECTRONICS INC,G6K-2G-TR DC5,G6K-2G-TR 5 VDC,,Tape and Reel ,,,https://www.mouser.ca/ProductDetail/Omron-Electronics/G6K-2G-TR-DC5?utm_term=G6K-2G-TR-DC5&qs=PuRzBkp%252brz79CQWqSxesPA==&utm_campaign=G6K-2G-TR-DC5&utm_medium=aggregator&utm_source=findchips&utm_content=Omron,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,RL1,,,,,,,,,,,,true,false,OMRON ELECTRONICS INC,G6K-2G DC5,,,Tube,,,https://www.arrow.com/en/products/g6k-2g-dc5/omron?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023253,"RESISTOR ARRAY, 6.8K OHM, +/-5%, 1206",D        ECO-R252636,6,Each,Production,,"RS1,RS3,RS4,RS5,RS6,RS8",,,,,,Part,CBRM,,1,,,true,false,BI TECHNOLOGIES CORPORATION,BCN164AB682J7,,RESISTOR ARRAY,,,,,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS1,RS3,RS4,RS5,RS6,RS8",,,,,,,,,,,,true,false,YAGEO_RMS1,TC164-JR-076K8L,,"RESISTOR, NETWORK, FILM, ISOLATED, 0.0625 W, SURFACE MOUNT",,,,https://www.mouser.ca/ProductDetail/Yageo/TC164-JR-076K8L?utm_term=TC164-JR-076K8L&qs=8cPjvKtxWv6eKn4hb74FZw==&utm_campaign=TC164-JR-076K8L&utm_medium=aggregator&utm_source=findchips&utm_content=Yageo,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS1,RS3,RS4,RS5,RS6,RS8",,,,,,,,,,,,true,false,YAGEO_RMS1,TC164-JR-076K8L,235003410682,"RESISTOR, NETWORK, FILM, ISOLATED, SURFACE MOUNT",,,,https://www.mouser.ca/ProductDetail/Yageo/TC164-JR-076K8L?utm_term=TC164-JR-076K8L&qs=8cPjvKtxWv6eKn4hb74FZw==&utm_campaign=TC164-JR-076K8L&utm_medium=aggregator&utm_source=findchips&utm_content=Yageo,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS1,RS3,RS4,RS5,RS6,RS8",,,,,,,,,,,,true,false,BOURNS_RMS1,CAY16-682J4LF,,CHIP RESISTOR ARRAY,,,,https://www.arrow.com/en/products/cay16-682j4lf/bourns?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS1,RS3,RS4,RS5,RS6,RS8",,,,,,,,,,,,true,false,YAGEO_RMS1,TC164-JR-076K8L,235003410682L,"RESISTOR, NETWORK, FILM, ISOLATED, 0.0625 W, SURFACE MOUNT",,,,https://www.mouser.ca/ProductDetail/Yageo/TC164-JR-076K8L?utm_term=TC164-JR-076K8L&qs=8cPjvKtxWv6eKn4hb74FZw==&utm_campaign=TC164-JR-076K8L&utm_medium=aggregator&utm_source=findchips&utm_content=Yageo,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023254,"RSP RESISTOR ARRAY, 15K OHM,+/-5%, 1206",C        ECO-R252636,2,Each,Production,,"RS2,RS7",,,,,,Part,CBRM,,1,,,true,false,BOURNS_RMS1,CAY16-153J4LF,,CHIP RESISTOR ARRAY,,,,https://canada.newark.com/bourns/cay16-153j4lf/res-n-w-isolated-15k-5-50v-1206/dp/06X4918?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS2,RS7",,,,,,,,,,,,true,false,YAGEO_RMS1,YC164-JR-0715KL,235003510153L,"RESISTOR, NETWORK, FILM, ISOLATED, 0.0625 W, SURFACE MOUNT",,,,https://www.futureelectronics.com/p/7201619?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS2,RS7",,,,,,,,,,,,true,false,YAGEO_RMS1,YC164-JR-0715KL,235003510153,"RESISTOR, NETWORK, FILM, ISOLATED, SURFACE MOUNT",,,,https://www.futureelectronics.com/p/7201619?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS2,RS7",,,,,,,,,,,,true,false,BI TECHNOLOGIES CORPORATION,BCN164AB153J7,,CHIP RESISTOR ARRAY,,,,https://www.mouser.ca/ProductDetail/IRC-TT-Electronics/BCN164AB153J7?utm_term=BCN164AB153J7&qs=d0MDWqHoBIup04%252bRsbzwkg==&utm_campaign=BCN164AB153J7&utm_medium=aggregator&utm_source=findchips&utm_content=TT-Electronics,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"RS2,RS7",,,,,,,,,,,,true,false,YAGEO_RMS1,YC164-JR-0715KL,,"RESISTOR, NETWORK, FILM, ISOLATED, 0.0625 W, SURFACE MOUNT",,,,https://www.futureelectronics.com/p/7201619?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097274,"TRANSISTOR MOSFET N CHANNEL 60V, 0.18A",A        ECO-R252636,9,Each,Production,,"T1,T2,T4,T5,T6,T8,T9,T14,T21",,,,,,Part,CBRM,,1,,,true,false,ON SEMICONDUCTOR_RMS1,2N7002LT1G,,SMALL SIGNAL MOSFET,,,,https://www.mouser.ca/ProductDetail/ON-Semiconductor/2N7002LT1G?utm_term=2N7002LT1G&qs=vLkC5FC1VN8mXZ6s%252bPUd9g==&utm_campaign=2N7002LT1G&utm_medium=aggregator&utm_source=findchips&utm_content=ON-Semiconductor,,Active,Preferred,,,RoHS3 Compliant,Cleared
,,,,,,,,,,,,,,"T1,T2,T4,T5,T6,T8,T9,T14,T21",,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"2N7002,215",,,,,,https://canada.newark.com/nexperia/2n7002-215/mosfet-n-channel-60v-300ma-3-sot/dp/70R9742?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"T1,T2,T4,T5,T6,T8,T9,T14,T21",,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,2N7002,,N-CHANNEL TRENCHMOS FET,,,,https://canada.newark.com/on-semiconductor/2n7002/mosfet-transistor-n-channel-115/dp/04M7288?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023243,"RSP TRANSISTOR, BIPOLAR, PNP, 100V, 5A, SOT223",B        ECO-R252636,3,Each,Production,,"T10,T11,T12",,,,,,Part,CBRM,,1,,,true,false,ZETEX /Diodes inc.,FZT953,,60 TO 100V PNP TRANSISTOR,,6,Y,https://www.digikey.com/product-detail/en/diodes-incorporated/FZT953TA/FZT953CT-ND/190846,https://www.diodes.com/assets/Datasheets/FZT951_FZT953.pdf,Active,Preferred,,ROHS EXEMPT: 7(A),Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"T10,T11,T12",,,,,,,,,,,,true,false,ZETEX /Diodes inc.,FZT953TA,,TRANSISTOR,,,,https://www.arrow.com/en/products/fzt953ta/diodes-incorporated?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT: 7(A),Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022933,"RSPTRANSISTOR MOSFET, P CHANNEL, 30V,0.6A",B        ECO-R252636,1,Each,Production,,T17,,,,,,Part,CBRM,,1,,,true,false,INTERNATIONAL RECTIFIER_RMS1,IRLML5103TRPBF,,POWER MOSFET,,,,https://www.mouser.ca/ProductDetail/Infineon-Technologies/IRLML5103TRPBF?utm_term=IRLML5103TRPBF&qs=9%252bKlkBgLFf1LjnxxaSUHJw==&utm_campaign=IRLML5103TRPBF&utm_medium=aggregator&utm_source=findchips&utm_content=Infineon,,Active,Preferred,,TAPE & REEL. ROHS EXEMPT: 7 (A),Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022956,"TRANSISTOR, MOSFET, N-CHANNEL, 60V, 0.5A.SOT23",B        ECO-R252636,1,Each,Production,,T20,,,,,,Part,CBRM,,1,,,true,false,FAIRCHILD SEMICONDUCTOR_RMS1,MMBF170,,MOSFET N-CH 60V 500MA SOT-23,,,,https://canada.newark.com/on-semiconductor/mmbf170/mosfet-transistor-n-channel-500/dp/87X5907?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,T20,,,,,,,,,,,,true,false,DIODES INC_RMS1,MMBF170-7-F,,N-CHANNEL MOSFET,,,,https://www.arrow.com/en/products/mmbf170-7-f/diodes-incorporated?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT: 7(A),Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022157,"TRANSISTOR, P CHANNEL, 50V, 0.13A,      5 OHM, SOT23",C        ECO-R252636,2,Each,Production,,"T3,T19",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,BSS84,,MOSFET P CHANNEL,,,,https://canada.newark.com/on-semiconductor/bss84/mosfet-full-reel/dp/67R2010?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"T3,T19",,,,,,,,,,,,true,false,ON SEMICONDUCTOR_RMS1,BSS84LT1G,,POWER MOSFET,,,,https://canada.newark.com/on-semiconductor/bss84lt1g/p-channel-mosfet-50v-130ma-sot/dp/98H0511?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"T3,T19",,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,"BSS84,215",,,,,,https://canada.newark.com/nexperia/bss84-215/mosfet-p-ch-50v-0-13a-to-236ab/dp/97W1932?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10025112,"3 WAY, PROPORTIONAL VALVE",B        ECO-R252636,1,Each,Production,,V2,,,,,,Part,CBRM,,1,,,true,false,FAS,S142.0048A,,3 WAY PROPORTIONAL VALVE,,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10099516,LARGE CYLINDRICAL HEAD DOMED 6 LOBES INTERNAL STAINLESS M3X5,A        ECO-R252636,8,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BOSSARD,3061604,,,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10099517,"SCREW,LG CYLNDRL HEAD DOMED,6 LOBES,STNLS,M3*8",A        ECO-R252636,8,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BOSSARD,1983385,,,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10099518,"WASHER, NFE 25513, 3X6",A        ECO-R252636,4,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BOSSARD,8026807,,,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10099519,"SCREW,LG CYLNDRL HEAD DOMED,6 LOBES,STNLS,M2,5*8",A        ECO-R252636,4,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BOSSARD,3108703,,,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10099520,"STAINLESS STEEL HEXAGONAL NUT, M2.5",A        ECO-R252636,4,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BOSSARD,1241427,,,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10099521,"TOOTH LOCK WASHER, DEC 2.5",A        ECO-R252636,4,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BOSSARD,1228919,,,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10103067,"TAMPER PROOF VARNISH, ROHS",A        ECO-R252636,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,LOCTITE (HENKEL CORPORATION),7400,,,ME part,,,,,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared
1,true,false,false,false,false,0,10125623,SCHEMATIC DIAGRAM CPU CARD,A        ECO-R256396,1,,Production,,,,,,,,Document,CBRM,,1,,,,,,,,,document,,,,,,,,,,
1,true,true,false,false,false,0,GR106772,"PRINTED CIRCUIT, CPU BOARD RB0505",A        MC002637,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,TTM,GR106772,,,PCB,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,1,10025113,"DOUBLE SIDED TAPE, ADHESIVE, 0.01M",C        ECO-R252636,1,Meter,Production,,,,,,,,Part,CBRM,,1,,,true,false,3M_RMS1,VHB4910-33X19,,ACRYLIC FOAM TAPE,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,2,10023293,PLASTIC SPACER 2M3 LG8,C        ECO-R252636,4,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,SKIFFY LTD,302 3080 599 35,,HEXAGONAL SPACER,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,RICHCO INC._RMS1,HTSN-M3-8-6-1,,PLASTIC SPACER 2M3 LG8,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,4,10023294,"PLASTIC SPACER, 2 M3 LG12",B        ECO-R252636,4,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,SKIFFY LTD,302 3120 599 35,,HEXAGONAL SPACER,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"RICHCO, INC.",HTSN-M3-12-6-1,,PLASTIC SPACER,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,11,10022161,ADHESIVE,A        ECO-R252636,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,3M_RMS1,7838 B/A,,STRUCTURAL ADHESIVE,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,true,false,false,12,3838600,PC BOARD TRACABILITY LABEL,C        ECO-R252633,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,BRADY_RMS1,3838600-H,,"B-727 LABEL, POLYIMIDE, GLOSSY WHITE THERMAL TRANSFER PRINTABLE LABEL STOCK",ME part,,,,,Active,Preferred,,CUSTOM LABEL PER COVIDIEN DRAWING 3838600,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,13,10022885,COIN CELL BATTERY RETAINER,B        ECO-R252636,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,KEYSTONE ELECTRONICS CORP,3000,,LITHIUM COIN CELL BATTERY RETAINER,ME part,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,14,3821600,DISPLAY ASSEMBLY,D        ECO-R252636,1,Each,Production,,,,,,,,Part,CBRM,,1,,,true,false,CLAIRITEC,3821600,,DISPLAY ASSEMBLY (CUSTOM PART),ME part,,,,,Active,Preferred,,CUSTOM PART PER COVIDIEN DRAWING 3821600,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,15,10029086,"LOW STATIC POLYIMIDE FILM TAPE, REF: 5419",C        ECO-R252636,50,Millimeter,Production,,,,,,,,Part,CBRM,,1,,,true,false,3M_RMS1,5419,,,ME part,,,https://canada.newark.com/3m/5419/tape-polyimide-film-3m-5419-1/dp/31M6761?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Miniature  amplified  low  pressure  sensors,,DNP,,,,"IC27, IC28, IC30, IC34, IC35",,,,,,,,,,,,,,First Sensor,SQ276,,,,,,,https://www.first-sensor.com/cms/upload/datasheets/DS_Standard-HCLA_E_11629.pdf,,,,,,
